Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Sales Per Quantity,Discount Amount,Performance,Loss Order
Second Class,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,12.96,2,0.0,6.3504,48.99999999999999,6.48,0.0,Low Profit,False
Second Class,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Art,22.96,7,0.0,6.6584,28.999999999999996,3.2800000000000002,0.0,Low Profit,False
Second Class,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Supplies,4164.05,5,0.0,83.281,2.0,832.8100000000001,0.0,Low Profit,False
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Accessories,47.984,2,0.2,13.1956,27.500000000000004,23.992,9.5968,Low Profit,False
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Paper,4.624,1,0.2,1.6762,36.25,4.624,0.9248,Low Profit,False
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,15.24,3,0.0,5.1816,34.0,5.08,0.0,Low Profit,False
Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,63.924,7,0.7,-46.8776,-73.33333333333334,9.132,44.7468,Loss,True
Standard Class,Home Office,United States,Muskogee,Oklahoma,74403,Central,Office Supplies,Art,6.56,2,0.0,1.9024,29.000000000000004,3.28,0.0,Low Profit,False
Standard Class,Home Office,United States,Muskogee,Oklahoma,74403,Central,Office Supplies,Appliances,13.11,3,0.0,3.4086,26.0,4.37,0.0,Low Profit,False
First Class,Consumer,United States,Temecula,California,92592,West,Technology,Phones,494.376,3,0.2,49.4376,10.0,164.792,98.8752,Low Profit,False
First Class,Consumer,United States,Temecula,California,92592,West,Office Supplies,Binders,29.2,5,0.2,9.855,33.75,5.84,5.84,Low Profit,False
First Class,Consumer,United States,Temecula,California,92592,West,Technology,Accessories,248.85,5,0.0,27.3735,11.0,49.769999999999996,0.0,Low Profit,False
First Class,Consumer,United States,Temecula,California,92592,West,Technology,Accessories,36.24,1,0.0,15.2208,42.0,36.24,0.0,Low Profit,False
Standard Class,Consumer,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Art,11.68,2,0.0,3.504,30.0,5.84,0.0,Low Profit,False
Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Supplies,11.91,3,0.0,0.1191,1.0,3.97,0.0,Low Profit,False
Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Furnishings,3.48,2,0.0,1.1136,32.0,1.74,0.0,Low Profit,False
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,30.96,8,0.8,-52.632,-170.0,3.87,24.768,Loss,True
First Class,Home Office,United States,New York City,New York,10035,East,Technology,Machines,1704.89,11,0.0,767.2005,45.0,154.99,0.0,High Profit,False
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,19.194,7,0.7,-12.796,-66.66666666666666,2.742,13.435799999999999,Loss,True
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,121.792,4,0.2,13.7016,11.249999999999998,30.448,24.358400000000003,Low Profit,False
Same Day,Corporate,United States,San Francisco,California,94122,West,Technology,Machines,1919.976,3,0.2,215.9973,11.249999999999998,639.9920000000001,383.99520000000007,High Profit,False
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,50.997,1,0.7,-40.7976,-80.0,50.997,35.6979,Loss,True
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,76.792,1,0.2,-16.3183,-21.25,76.792,15.358400000000001,Loss,True
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,539.964,6,0.4,-107.9928,-20.0,89.99400000000001,215.98560000000003,Loss,True
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,60.312,3,0.2,5.2773,8.75,20.104,12.0624,Low Profit,False
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,1.944,3,0.7,-1.4256,-73.33333333333334,0.648,1.3607999999999998,Loss,True
Second Class,Corporate,United States,Laredo,Texas,78041,Central,Office Supplies,Envelopes,12.984,3,0.2,4.7067,36.25,4.328,2.5968,Low Profit,False
Second Class,Corporate,United States,Laredo,Texas,78041,Central,Technology,Phones,217.584,2,0.2,19.0386,8.75,108.792,43.5168,Low Profit,False
Second Class,Corporate,United States,Laredo,Texas,78041,Central,Technology,Phones,328.776,3,0.2,28.7679,8.75,109.592,65.7552,Low Profit,False
Second Class,Corporate,United States,Laredo,Texas,78041,Central,Office Supplies,Binders,2.286,3,0.8,-3.6576,-160.0,0.762,1.8288000000000002,Loss,True
Second Class,Corporate,United States,Laredo,Texas,78041,Central,Technology,Accessories,47.984,2,0.2,14.3952,30.0,23.992,9.5968,Low Profit,False
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,25.344,6,0.2,8.8704,35.0,4.224,5.0688,Low Profit,False
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,232.4,5,0.2,78.435,33.75,46.480000000000004,46.480000000000004,Low Profit,False
Second Class,Corporate,United States,Gulfport,Mississippi,39503,South,Furniture,Furnishings,86.45,7,0.0,38.038,43.99999999999999,12.35,0.0,Low Profit,False
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,603.92,5,0.2,45.294,7.5,120.78399999999999,120.78399999999999,Low Profit,False
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,81.98,2,0.0,40.1702,49.0,40.99,0.0,Low Profit,False
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Chairs,271.764,2,0.1,48.3136,17.77777777777778,135.882,27.1764,Low Profit,False
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Binders,14.376,3,0.2,4.8519,33.75,4.792,2.8752,Low Profit,False
Second Class,Corporate,United States,Round Rock,Texas,78664,Central,Furniture,Furnishings,341.96,5,0.6,-427.45,-125.0,68.392,205.176,Loss,True
Standard Class,Consumer,United States,Redlands,California,92374,West,Office Supplies,Art,181.35,9,0.0,48.9645,27.0,20.15,0.0,Low Profit,False
Standard Class,Consumer,United States,Redlands,California,92374,West,Office Supplies,Labels,8.64,3,0.0,4.2336,49.0,2.8800000000000003,0.0,Low Profit,False
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Appliances,43.512,7,0.2,3.8073,8.75,6.216,8.7024,Low Profit,False
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,662.88,3,0.2,74.574,11.25,220.96,132.576,Low Profit,False
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,25.92,5,0.2,9.072,34.99999999999999,5.184,5.184000000000001,Low Profit,False
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Appliances,68.94,3,0.0,20.682,30.0,22.98,0.0,Low Profit,False
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,128.82,3,0.0,50.2398,39.0,42.94,0.0,Low Profit,False
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,896.99,5,0.8,-1480.0335,-165.0,179.398,717.5920000000001,Loss,True
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,1.234,1,0.8,-1.9744,-160.0,1.234,0.9872000000000001,Loss,True
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,67.56,3,0.2,6.756,10.0,22.52,13.512,Low Profit,False
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,21.72,5,0.2,7.8735,36.25,4.343999999999999,4.344,Low Profit,False
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,262.336,8,0.2,95.0968,36.25,32.792,52.467200000000005,Low Profit,False
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,148.48,2,0.2,16.704,11.250000000000002,74.24,29.695999999999998,Low Profit,False
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,241.176,3,0.2,15.0735,6.25,80.392,48.2352,Low Profit,False
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Accessories,227.976,3,0.2,28.497,12.5,75.992,45.595200000000006,Low Profit,False
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Phones,52.68,3,0.2,19.755,37.5,17.56,10.536000000000001,Low Profit,False
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,2.032,1,0.6,-1.3208,-65.0,2.032,1.2192,Loss,True
First Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Art,17.12,4,0.0,4.9648,28.999999999999996,4.28,0.0,Low Profit,False
First Class,Consumer,United States,Oakland,California,94601,West,Technology,Phones,431.968,4,0.2,37.7972,8.75,107.992,86.3936,Low Profit,False
First Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,129.92,4,0.0,10.3936,8.0,32.48,0.0,Low Profit,False
First Class,Consumer,United States,Oakland,California,94601,West,Furniture,Tables,568.728,3,0.2,28.4364,5.0,189.576,113.7456,Low Profit,False
First Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Binders,117.144,9,0.2,42.4647,36.25,13.016,23.428800000000003,Low Profit,False
First Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Appliances,203.52,3,0.0,54.9504,27.0,67.84,0.0,Low Profit,False
First Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Labels,51.75,5,0.0,24.84,48.0,10.35,0.0,Low Profit,False
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Paper,122.97,3,0.0,60.2553,49.0,40.99,0.0,Low Profit,False
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Furniture,Tables,244.615,1,0.3,20.967,8.57142857142857,244.615,73.3845,Low Profit,False
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Technology,Phones,59.97,3,0.0,28.7856,48.0,19.99,0.0,Low Profit,False
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Paper,81.54,9,0.0,36.693,44.99999999999999,9.06,0.0,Low Profit,False
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Fasteners,11.68,4,0.0,5.256,45.0,2.92,0.0,Low Profit,False
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Binders,29.0,5,0.0,13.92,48.0,5.8,0.0,Low Profit,False
Standard Class,Corporate,United States,Yucaipa,California,92399,West,Office Supplies,Art,50.8,5,0.0,13.208,26.0,10.16,0.0,Low Profit,False
First Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,16.03,5,0.8,-25.648,-160.0,3.2060000000000004,12.824000000000002,Loss,True
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,15.712,4,0.2,5.6956,36.25,3.928,3.1424000000000003,Low Profit,False
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,89.97,3,0.0,18.8937,21.0,29.99,0.0,Low Profit,False
Standard Class,Corporate,United States,San Diego,California,92037,West,Furniture,Bookcases,435.999,3,0.15,20.5176,4.705882352941177,145.333,65.39985,Low Profit,False
Standard Class,Corporate,United States,San Diego,California,92037,West,Technology,Phones,83.984,2,0.2,31.494,37.5,41.992,16.7968,Low Profit,False
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Technology,Phones,359.98,2,0.0,93.5948,26.0,179.99,0.0,Low Profit,False
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Furniture,Tables,70.56,1,0.3,-4.032,-5.714285714285714,70.56,21.168,Loss,True
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,20.88,2,0.0,9.6048,46.0,10.44,0.0,Low Profit,False
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,3.81,1,0.0,1.8288,48.0,3.81,0.0,Low Profit,False
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,73.008,9,0.2,26.4654,36.25,8.112,14.6016,Low Profit,False
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,3.208,2,0.8,-5.2932,-165.0,1.604,2.5664000000000002,Loss,True
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,26.176,2,0.2,-3.272,-12.5,13.088,5.2352,Loss,True
Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,30.44,4,0.0,14.3068,47.0,7.61,0.0,Low Profit,False
Second Class,Home Office,United States,New York City,New York,10024,East,Furniture,Furnishings,35.28,3,0.0,11.9952,34.0,11.76,0.0,Low Profit,False
Standard Class,Home Office,United States,Revere,Massachusetts,2151,East,Office Supplies,Paper,19.44,3,0.0,9.3312,48.00000000000001,6.48,0.0,Low Profit,False
Standard Class,Home Office,United States,Revere,Massachusetts,2151,East,Office Supplies,Binders,37.88,2,0.0,18.94,50.0,18.94,0.0,Low Profit,False
Second Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Furnishings,9.552,3,0.6,-3.8208,-40.0,3.1839999999999997,5.731199999999999,Loss,True
First Class,Consumer,United States,Mission Viejo,California,92691,West,Furniture,Bookcases,290.666,2,0.15,3.4196,1.1764705882352942,145.333,43.5999,Low Profit,False
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,35.0,5.184,2.0736000000000003,Low Profit,False
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,14.352,3,0.2,4.485,31.25,4.784,2.8704,Low Profit,False
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Furniture,Bookcases,141.96,2,0.0,41.1684,28.999999999999996,70.98,0.0,Low Profit,False
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders,66.048,4,0.2,23.1168,35.0,16.512,13.209600000000002,Low Profit,False
Same Day,Consumer,United States,Norman,Oklahoma,73071,Central,Technology,Accessories,1287.45,5,0.0,244.6155,19.0,257.49,0.0,High Profit,False
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,25.824,6,0.2,9.0384,35.0,4.304,5.1648000000000005,Low Profit,False
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,160.96,2,0.0,48.288,30.0,80.48,0.0,Low Profit,False
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Furnishings,28.44,3,0.0,11.376,40.0,9.48,0.0,Low Profit,False
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Chairs,364.41,5,0.1,8.098,2.2222222222222223,72.882,36.441,Low Profit,False
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Technology,Phones,39.96,4,0.0,10.3896,26.0,9.99,0.0,Low Profit,False
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Chairs,361.764,2,0.1,68.3332,18.88888888888889,180.882,36.1764,Low Profit,False
First Class,Corporate,United States,Conroe,Texas,77301,Central,Office Supplies,Storage,111.672,9,0.2,6.9795,6.25,12.408,22.334400000000002,Low Profit,False
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Binders,13.776,6,0.8,-22.0416,-160.0,2.296,11.020800000000001,Loss,True
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Paper,10.272,3,0.2,3.21,31.25,3.424,2.0544000000000002,Low Profit,False
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,24.048,9,0.2,7.2144,30.000000000000004,2.6719999999999997,4.8096,Low Profit,False
First Class,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Envelopes,2.896,1,0.2,0.9774,33.75,2.896,0.5792,Low Profit,False
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,17.94,3,0.0,8.7906,48.99999999999999,5.98,0.0,Low Profit,False
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,384.174,7,0.1,29.8802,7.777777777777778,54.882,38.4174,Low Profit,False
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,1799.75,5,0.0,539.925,30.0,359.95,0.0,High Profit,False
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,580.672,4,0.2,65.3256,11.249999999999998,145.168,116.13440000000001,Low Profit,False
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Fasteners,18.936,3,0.2,5.9175,31.25,6.312,3.7872000000000003,Low Profit,False
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Technology,Phones,222.384,2,0.2,16.6788,7.5,111.192,44.4768,Low Profit,False
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,50.454,6,0.7,-33.636,-66.66666666666667,8.409,35.3178,Loss,True
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Furniture,Tables,154.764,3,0.4,-36.1116,-23.333333333333332,51.588,61.90560000000001,Loss,True
Second Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,6.848,2,0.2,2.14,31.25,3.424,1.3696000000000002,Low Profit,False
